case,threads,memory,rows,expected_trials,successful_trials,failed_trials,complete_checksum_agreement,stock_trials,stock_ms,stock_rss_mib,stock_max_rss_mib,stock_buffer_mib,stock_max_buffer_mib,stock_temp_mib,stock_max_temp_mib,budget_trials,budget_ms,budget_rss_mib,budget_max_rss_mib,budget_buffer_mib,budget_max_buffer_mib,budget_temp_mib,budget_max_temp_mib,paged_trials,paged_ms,paged_rss_mib,paged_max_rss_mib,paged_buffer_mib,paged_max_buffer_mib,paged_temp_mib,paged_max_temp_mib,stock_over_paged,budget_over_paged
uniform:payload,1,2GB,8000000,15,15,0,True,5,447.8954169971985,250.234375,251.125,198.9296875,198.9296875,0.0,0.0,5,248.27833400195232,494.625,495.078125,198.9296875,198.9296875,0.0,0.0,5,247.1726250005304,373.140625,380.53125,198.9296875,198.9296875,0.0,0.0,1.8120753339745346,1.0044734282423855
uniform:payload,4,2GB,8000000,15,15,0,True,5,170.6182500020077,275.96875,287.390625,205.7890625,205.796875,0.0,0.0,5,135.89375000083237,644.125,870.71875,388.0,396.0,0.0,0.0,5,128.06212500072434,454.0625,496.796875,289.94140625,289.94140625,0.0,0.0,1.332308440149987,1.0611548886922166
