case,threads,memory,rows,expected_trials,successful_trials,failed_trials,complete_checksum_agreement,stock_trials,stock_ms,stock_rss_mib,stock_max_rss_mib,stock_buffer_mib,stock_max_buffer_mib,stock_temp_mib,stock_max_temp_mib,budget_trials,budget_ms,budget_rss_mib,budget_max_rss_mib,budget_buffer_mib,budget_max_buffer_mib,budget_temp_mib,budget_max_temp_mib,paged_trials,paged_ms,paged_rss_mib,paged_max_rss_mib,paged_buffer_mib,paged_max_buffer_mib,paged_temp_mib,paged_max_temp_mib,stock_over_paged,budget_over_paged
uniform:payload,1,128MB,2000000,15,15,0,True,5,99.73283400177024,99.5625,100.46875,51.9296875,51.9296875,0.0,0.0,5,99.53225000208477,100.390625,101.078125,51.9296875,51.9296875,0.0,0.0,5,58.1800830004795,130.140625,132.375,51.9296875,51.9296875,0.0,0.0,1.7142092080024753,1.7107615676874242
uniform:payload,4,128MB,2000000,15,15,0,True,5,38.79054199933307,121.046875,127.609375,59.046875,59.046875,0.0,0.0,5,37.71266599869705,122.109375,127.234375,59.046875,59.046875,0.0,0.0,5,32.98508299849345,156.203125,175.328125,72.26171875,74.40234375,0.0,0.0,1.1760025585233413,1.1433248781098875
