case,threads,memory,rows,expected_trials,successful_trials,failed_trials,complete_checksum_agreement,stock_trials,stock_ms,stock_rss_mib,stock_max_rss_mib,stock_buffer_mib,stock_max_buffer_mib,stock_temp_mib,stock_max_temp_mib,budget_trials,budget_ms,budget_rss_mib,budget_max_rss_mib,budget_buffer_mib,budget_max_buffer_mib,budget_temp_mib,budget_max_temp_mib,paged_trials,paged_ms,paged_rss_mib,paged_max_rss_mib,paged_buffer_mib,paged_max_buffer_mib,paged_temp_mib,paged_max_temp_mib,stock_over_paged,budget_over_paged
uniform:payload,1,64MB,2000000,15,15,0,True,5,101.25650000190944,99.578125,103.984375,51.9296875,51.9296875,0.0,0.0,5,103.1375830025354,100.296875,100.921875,51.9296875,51.9296875,0.0,0.0,5,101.7411249995348,100.1875,101.078125,51.9296875,51.9296875,0.0,0.0,0.9952366852870206,1.0137256001740396
uniform:payload,4,64MB,2000000,15,15,0,True,5,40.28012500202749,121.828125,127.046875,59.046875,59.046875,0.0,0.0,5,39.934500000526896,121.96875,125.859375,59.046875,59.046875,0.0,0.0,5,40.736915998422774,122.875,128.0,59.046875,59.046875,0.0,0.0,0.9887868046659946,0.9803024853936674
